patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT006110,Innovative Nanotechnology System 6110,2013,2015,Germany,SmartComm Technologies,Biotechnology,144,2,Pending,10
PT006111,Innovative Nanotechnology System 6111,2017,2018,Canada,SmartComm Technologies,Nanotechnology,32,2,Expired,6
PT006112,Innovative Quantum Computing System 6112,2010,2011,China,SmartComm Technologies,Pharmaceuticals,116,7,Pending,1
PT006113,Innovative Quantum Computing System 6113,2013,2014,France,MedGenome Labs,Electric Vehicles,175,6,Pending,3
PT006114,Innovative Renewable Energy System 6114,2014,2018,South Korea,FutureDrive Motors,Biotechnology,85,3,Pending,9
PT006115,Innovative Quantum Computing System 6115,2017,2019,China,InnovateX,Robotics,86,2,Expired,8
PT006116,Innovative Semiconductors System 6116,2016,2017,China,FutureDrive Motors,Electric Vehicles,230,5,Pending,4
PT006117,Innovative Pharmaceuticals System 6117,2013,2015,Germany,MedGenome Labs,Electric Vehicles,173,7,Active,13
PT006118,Innovative Nanotechnology System 6118,2021,2024,Japan,SmartComm Technologies,Robotics,168,6,Active,2
PT006119,Innovative Robotics System 6119,2014,2017,France,AI Dynamics,Pharmaceuticals,28,7,Active,10
PT006120,Innovative Renewable Energy System 6120,2013,2017,India,GreenFuture Labs,Pharmaceuticals,64,4,Expired,3
PT006121,Innovative Telecommunications System 6121,2012,2014,China,NextGen Robotics,Pharmaceuticals,6,4,Active,5
PT006122,Innovative Electric Vehicles System 6122,2022,2023,South Korea,FutureDrive Motors,Robotics,216,8,Expired,8
PT006123,Innovative Robotics System 6123,2019,2022,UK,Quantum Circuits Ltd,Telecommunications,137,3,Active,9
PT006124,Innovative Nanotechnology System 6124,2025,2027,Canada,AI Dynamics,Renewable Energy,27,3,Expired,15
PT006125,Innovative Electric Vehicles System 6125,2020,2024,South Korea,TechNova Corp,Pharmaceuticals,14,4,Active,6
PT006126,Innovative Telecommunications System 6126,2012,2014,France,Global Energy Systems,Artificial Intelligence,139,7,Expired,12
PT006127,Innovative Semiconductors System 6127,2023,2027,Canada,SmartComm Technologies,Telecommunications,75,8,Expired,2
PT006128,Innovative Biotechnology System 6128,2017,2020,Germany,Global Energy Systems,Semiconductors,164,4,Expired,14
PT006129,Innovative Robotics System 6129,2012,2013,UK,SmartComm Technologies,Renewable Energy,156,8,Expired,14
PT006130,Innovative Robotics System 6130,2022,2025,Germany,MedGenome Labs,Artificial Intelligence,224,7,Expired,11
PT006131,Innovative Nanotechnology System 6131,2011,2013,Japan,NextGen Robotics,Robotics,112,8,Expired,5
PT006132,Innovative Artificial Intelligence System 6132,2019,2020,Canada,Quantum Circuits Ltd,Semiconductors,149,8,Active,12
PT006133,Innovative Artificial Intelligence System 6133,2013,2015,USA,NextGen Robotics,Telecommunications,9,4,Expired,12
PT006134,Innovative Biotechnology System 6134,2015,2019,India,NextGen Robotics,Renewable Energy,208,1,Active,2
PT006135,Innovative Robotics System 6135,2010,2014,France,Quantum Circuits Ltd,Robotics,179,6,Active,14
PT006136,Innovative Quantum Computing System 6136,2018,2022,Canada,SmartComm Technologies,Nanotechnology,119,5,Expired,14
PT006137,Innovative Electric Vehicles System 6137,2025,2028,Switzerland,SmartComm Technologies,Biotechnology,25,5,Pending,2
PT006138,Innovative Robotics System 6138,2024,2027,China,AI Dynamics,Nanotechnology,13,7,Pending,12
PT006139,Innovative Nanotechnology System 6139,2015,2017,UK,GreenFuture Labs,Artificial Intelligence,137,4,Active,13
PT006140,Innovative Robotics System 6140,2025,2029,Canada,InnovateX,Quantum Computing,248,5,Active,1
PT006141,Innovative Renewable Energy System 6141,2010,2012,France,Global Energy Systems,Artificial Intelligence,164,4,Active,15
PT006142,Innovative Telecommunications System 6142,2020,2022,China,GreenFuture Labs,Telecommunications,193,3,Active,12
PT006143,Innovative Pharmaceuticals System 6143,2024,2028,China,NextGen Robotics,Semiconductors,86,3,Pending,5
PT006144,Innovative Robotics System 6144,2021,2025,USA,NextGen Robotics,Nanotechnology,106,2,Active,9
PT006145,Innovative Nanotechnology System 6145,2018,2020,India,TechNova Corp,Telecommunications,197,6,Active,9
PT006146,Innovative Robotics System 6146,2023,2027,China,BioHealth Inc,Nanotechnology,114,7,Expired,7
PT006147,Innovative Semiconductors System 6147,2014,2015,UK,Quantum Circuits Ltd,Pharmaceuticals,103,2,Expired,12
PT006148,Innovative Pharmaceuticals System 6148,2017,2018,Japan,AI Dynamics,Quantum Computing,160,4,Pending,15
PT006149,Innovative Semiconductors System 6149,2019,2022,China,BioHealth Inc,Artificial Intelligence,8,6,Pending,15
PT006150,Innovative Artificial Intelligence System 6150,2011,2014,USA,BioHealth Inc,Telecommunications,26,8,Active,4
PT006151,Innovative Renewable Energy System 6151,2022,2025,Japan,SmartComm Technologies,Semiconductors,55,2,Active,5
PT006152,Innovative Biotechnology System 6152,2014,2017,South Korea,AI Dynamics,Electric Vehicles,31,8,Expired,3
PT006153,Innovative Electric Vehicles System 6153,2012,2016,Switzerland,AI Dynamics,Telecommunications,186,3,Pending,10
PT006154,Innovative Artificial Intelligence System 6154,2015,2016,China,SmartComm Technologies,Renewable Energy,126,5,Pending,13
PT006155,Innovative Pharmaceuticals System 6155,2014,2015,China,SmartComm Technologies,Pharmaceuticals,5,8,Pending,10
PT006156,Innovative Biotechnology System 6156,2023,2025,Japan,BioHealth Inc,Telecommunications,175,1,Pending,14
PT006157,Innovative Biotechnology System 6157,2018,2022,Switzerland,InnovateX,Pharmaceuticals,23,7,Expired,3
PT006158,Innovative Telecommunications System 6158,2025,2026,UK,SmartComm Technologies,Artificial Intelligence,108,6,Pending,9
PT006159,Innovative Renewable Energy System 6159,2023,2027,Japan,SmartComm Technologies,Quantum Computing,95,8,Expired,2
PT006160,Innovative Renewable Energy System 6160,2024,2025,China,FutureDrive Motors,Nanotechnology,146,4,Pending,11
PT006161,Innovative Robotics System 6161,2012,2016,India,TechNova Corp,Electric Vehicles,163,1,Active,3
PT006162,Innovative Nanotechnology System 6162,2015,2019,France,BioHealth Inc,Telecommunications,78,6,Active,8
PT006163,Innovative Artificial Intelligence System 6163,2019,2021,USA,NextGen Robotics,Nanotechnology,139,8,Pending,11
PT006164,Innovative Telecommunications System 6164,2011,2015,France,Global Energy Systems,Nanotechnology,78,2,Pending,13
PT006165,Innovative Nanotechnology System 6165,2023,2026,Canada,SmartComm Technologies,Telecommunications,154,4,Pending,3
PT006166,Innovative Nanotechnology System 6166,2010,2012,Germany,BioHealth Inc,Robotics,141,7,Pending,8
PT006167,Innovative Electric Vehicles System 6167,2010,2012,UK,Global Energy Systems,Electric Vehicles,136,6,Expired,6
PT006168,Innovative Pharmaceuticals System 6168,2025,2029,Japan,TechNova Corp,Nanotechnology,36,5,Pending,7
PT006169,Innovative Artificial Intelligence System 6169,2019,2021,Canada,GreenFuture Labs,Semiconductors,33,3,Active,6
PT006170,Innovative Artificial Intelligence System 6170,2024,2027,South Korea,GreenFuture Labs,Renewable Energy,41,7,Expired,5
PT006171,Innovative Artificial Intelligence System 6171,2017,2020,Switzerland,Quantum Circuits Ltd,Pharmaceuticals,94,8,Active,2
PT006172,Innovative Robotics System 6172,2019,2021,France,BioHealth Inc,Renewable Energy,206,5,Expired,8
PT006173,Innovative Semiconductors System 6173,2023,2024,Canada,BioHealth Inc,Quantum Computing,15,8,Active,1
PT006174,Innovative Telecommunications System 6174,2011,2013,UK,NanoWorks,Quantum Computing,173,7,Expired,2
PT006175,Innovative Nanotechnology System 6175,2024,2026,Switzerland,InnovateX,Nanotechnology,122,4,Pending,14
PT006176,Innovative Semiconductors System 6176,2017,2019,Canada,NextGen Robotics,Semiconductors,134,8,Expired,9
PT006177,Innovative Quantum Computing System 6177,2016,2020,Switzerland,NanoWorks,Renewable Energy,88,2,Expired,4
PT006178,Innovative Robotics System 6178,2023,2024,UK,BioHealth Inc,Renewable Energy,63,6,Active,8
PT006179,Innovative Quantum Computing System 6179,2017,2021,India,NextGen Robotics,Pharmaceuticals,34,2,Pending,10
PT006180,Innovative Quantum Computing System 6180,2010,2014,South Korea,FutureDrive Motors,Robotics,7,4,Active,15
PT006181,Innovative Nanotechnology System 6181,2019,2021,Switzerland,MedGenome Labs,Pharmaceuticals,14,7,Expired,3
PT006182,Innovative Robotics System 6182,2014,2018,Germany,NanoWorks,Biotechnology,229,1,Expired,7
PT006183,Innovative Electric Vehicles System 6183,2024,2028,Canada,InnovateX,Electric Vehicles,171,4,Pending,10
PT006184,Innovative Quantum Computing System 6184,2025,2026,China,FutureDrive Motors,Artificial Intelligence,91,8,Expired,15
PT006185,Innovative Semiconductors System 6185,2023,2025,USA,Global Energy Systems,Semiconductors,177,8,Expired,1
PT006186,Innovative Telecommunications System 6186,2023,2025,Germany,InnovateX,Biotechnology,14,4,Active,3
PT006187,Innovative Electric Vehicles System 6187,2018,2022,Japan,InnovateX,Pharmaceuticals,27,5,Pending,2
PT006188,Innovative Biotechnology System 6188,2023,2027,Japan,BioHealth Inc,Nanotechnology,77,1,Expired,4
PT006189,Innovative Renewable Energy System 6189,2021,2025,South Korea,SmartComm Technologies,Robotics,217,4,Pending,9
PT006190,Innovative Renewable Energy System 6190,2021,2025,France,AI Dynamics,Quantum Computing,82,1,Active,8
PT006191,Innovative Semiconductors System 6191,2014,2017,Canada,AI Dynamics,Pharmaceuticals,134,1,Active,10
PT006192,Innovative Nanotechnology System 6192,2023,2027,Germany,MedGenome Labs,Telecommunications,165,6,Pending,1
PT006193,Innovative Telecommunications System 6193,2020,2021,Switzerland,TechNova Corp,Telecommunications,128,8,Pending,4
PT006194,Innovative Pharmaceuticals System 6194,2021,2025,South Korea,NextGen Robotics,Telecommunications,243,6,Active,7
PT006195,Innovative Biotechnology System 6195,2019,2023,USA,SmartComm Technologies,Electric Vehicles,184,8,Expired,3
PT006196,Innovative Renewable Energy System 6196,2014,2016,France,Quantum Circuits Ltd,Robotics,186,2,Expired,15
PT006197,Innovative Artificial Intelligence System 6197,2017,2019,USA,BioHealth Inc,Electric Vehicles,2,3,Expired,13
PT006198,Innovative Electric Vehicles System 6198,2021,2022,France,FutureDrive Motors,Electric Vehicles,195,7,Pending,10
PT006199,Innovative Pharmaceuticals System 6199,2017,2018,China,Quantum Circuits Ltd,Pharmaceuticals,61,7,Pending,10
PT006200,Innovative Robotics System 6200,2010,2011,Canada,GreenFuture Labs,Renewable Energy,194,1,Expired,6
PT006201,Innovative Artificial Intelligence System 6201,2010,2011,France,FutureDrive Motors,Nanotechnology,175,2,Expired,6
PT006202,Innovative Nanotechnology System 6202,2021,2023,Germany,BioHealth Inc,Telecommunications,65,6,Expired,7
PT006203,Innovative Semiconductors System 6203,2020,2022,Germany,BioHealth Inc,Biotechnology,77,5,Expired,13
PT006204,Innovative Nanotechnology System 6204,2012,2014,Switzerland,FutureDrive Motors,Pharmaceuticals,167,2,Expired,7
PT006205,Innovative Artificial Intelligence System 6205,2016,2018,Japan,NanoWorks,Biotechnology,81,7,Pending,6
PT006206,Innovative Artificial Intelligence System 6206,2011,2015,UK,MedGenome Labs,Robotics,153,6,Pending,2
PT006207,Innovative Semiconductors System 6207,2010,2014,France,GreenFuture Labs,Biotechnology,206,3,Pending,14
PT006208,Innovative Artificial Intelligence System 6208,2025,2028,Canada,AI Dynamics,Biotechnology,16,8,Active,1
PT006209,Innovative Quantum Computing System 6209,2022,2024,Germany,GreenFuture Labs,Telecommunications,80,3,Pending,8
PT006210,Innovative Quantum Computing System 6210,2022,2024,Switzerland,NextGen Robotics,Artificial Intelligence,199,3,Pending,5
PT006211,Innovative Renewable Energy System 6211,2011,2014,China,NanoWorks,Pharmaceuticals,12,6,Expired,14
PT006212,Innovative Biotechnology System 6212,2011,2013,Switzerland,GreenFuture Labs,Renewable Energy,167,7,Active,5
PT006213,Innovative Pharmaceuticals System 6213,2021,2025,South Korea,FutureDrive Motors,Quantum Computing,17,5,Expired,1
PT006214,Innovative Pharmaceuticals System 6214,2017,2021,South Korea,SmartComm Technologies,Biotechnology,159,3,Expired,11
PT006215,Innovative Telecommunications System 6215,2011,2014,Canada,SmartComm Technologies,Telecommunications,135,8,Active,6
PT006216,Innovative Renewable Energy System 6216,2022,2026,Japan,TechNova Corp,Artificial Intelligence,213,6,Expired,1
PT006217,Innovative Robotics System 6217,2019,2022,China,Global Energy Systems,Artificial Intelligence,219,2,Active,14
PT006218,Innovative Artificial Intelligence System 6218,2017,2020,France,InnovateX,Pharmaceuticals,220,7,Expired,14
PT006219,Innovative Artificial Intelligence System 6219,2011,2014,UK,FutureDrive Motors,Artificial Intelligence,213,6,Pending,6
PT006220,Innovative Pharmaceuticals System 6220,2024,2028,India,NanoWorks,Nanotechnology,54,8,Pending,12
PT006221,Innovative Nanotechnology System 6221,2017,2018,South Korea,SmartComm Technologies,Telecommunications,57,8,Active,15
PT006222,Innovative Pharmaceuticals System 6222,2011,2013,Germany,GreenFuture Labs,Nanotechnology,187,7,Active,10
PT006223,Innovative Renewable Energy System 6223,2013,2014,India,InnovateX,Telecommunications,127,2,Expired,3
PT006224,Innovative Renewable Energy System 6224,2018,2020,China,GreenFuture Labs,Biotechnology,208,1,Active,7
PT006225,Innovative Semiconductors System 6225,2023,2025,India,SmartComm Technologies,Semiconductors,161,2,Active,14
PT006226,Innovative Nanotechnology System 6226,2017,2018,Canada,NextGen Robotics,Biotechnology,67,6,Active,4
PT006227,Innovative Semiconductors System 6227,2025,2026,South Korea,InnovateX,Semiconductors,204,4,Pending,15
PT006228,Innovative Telecommunications System 6228,2015,2019,Germany,Global Energy Systems,Robotics,81,7,Pending,7
PT006229,Innovative Pharmaceuticals System 6229,2023,2024,Canada,TechNova Corp,Artificial Intelligence,12,6,Pending,10
PT006230,Innovative Quantum Computing System 6230,2021,2023,China,Global Energy Systems,Electric Vehicles,213,6,Active,15
PT006231,Innovative Telecommunications System 6231,2012,2015,Japan,AI Dynamics,Quantum Computing,176,6,Expired,9
PT006232,Innovative Electric Vehicles System 6232,2013,2014,India,FutureDrive Motors,Telecommunications,158,2,Expired,15
PT006233,Innovative Biotechnology System 6233,2013,2016,South Korea,Quantum Circuits Ltd,Robotics,104,2,Pending,11
PT006234,Innovative Biotechnology System 6234,2020,2023,India,GreenFuture Labs,Artificial Intelligence,0,7,Expired,7
PT006235,Innovative Robotics System 6235,2014,2018,France,NanoWorks,Quantum Computing,92,5,Expired,11
PT006236,Innovative Robotics System 6236,2020,2022,Japan,SmartComm Technologies,Electric Vehicles,108,7,Expired,10
PT006237,Innovative Renewable Energy System 6237,2021,2022,Japan,Quantum Circuits Ltd,Telecommunications,236,3,Active,15
PT006238,Innovative Renewable Energy System 6238,2013,2017,Germany,InnovateX,Robotics,248,5,Pending,14
PT006239,Innovative Quantum Computing System 6239,2019,2020,France,GreenFuture Labs,Telecommunications,98,3,Pending,9
PT006240,Innovative Semiconductors System 6240,2017,2021,UK,NanoWorks,Artificial Intelligence,168,6,Active,4
PT006241,Innovative Biotechnology System 6241,2012,2015,Japan,GreenFuture Labs,Semiconductors,88,7,Active,14
PT006242,Innovative Artificial Intelligence System 6242,2013,2017,Germany,SmartComm Technologies,Quantum Computing,74,8,Active,5
PT006243,Innovative Nanotechnology System 6243,2019,2023,Japan,SmartComm Technologies,Renewable Energy,191,3,Active,13
PT006244,Innovative Robotics System 6244,2013,2017,China,FutureDrive Motors,Robotics,142,3,Active,6
PT006245,Innovative Semiconductors System 6245,2020,2023,China,NextGen Robotics,Pharmaceuticals,178,8,Expired,1
PT006246,Innovative Electric Vehicles System 6246,2024,2027,South Korea,TechNova Corp,Electric Vehicles,49,8,Active,10
PT006247,Innovative Electric Vehicles System 6247,2023,2024,UK,InnovateX,Pharmaceuticals,112,8,Pending,10
PT006248,Innovative Biotechnology System 6248,2011,2015,Canada,NextGen Robotics,Telecommunications,67,3,Expired,2
PT006249,Innovative Nanotechnology System 6249,2012,2013,UK,Quantum Circuits Ltd,Pharmaceuticals,80,2,Pending,15
PT006250,Innovative Biotechnology System 6250,2014,2017,UK,BioHealth Inc,Quantum Computing,245,7,Active,5
PT006251,Innovative Biotechnology System 6251,2018,2019,France,GreenFuture Labs,Electric Vehicles,12,7,Expired,10
PT006252,Innovative Telecommunications System 6252,2013,2016,UK,NextGen Robotics,Semiconductors,126,6,Active,1
PT006253,Innovative Robotics System 6253,2013,2016,Switzerland,GreenFuture Labs,Telecommunications,111,2,Expired,11
PT006254,Innovative Pharmaceuticals System 6254,2019,2020,India,NextGen Robotics,Semiconductors,121,7,Pending,5
PT006255,Innovative Semiconductors System 6255,2010,2011,South Korea,GreenFuture Labs,Electric Vehicles,129,2,Active,10
PT006256,Innovative Biotechnology System 6256,2010,2014,Switzerland,Global Energy Systems,Electric Vehicles,164,2,Pending,5
PT006257,Innovative Telecommunications System 6257,2021,2022,Switzerland,Global Energy Systems,Biotechnology,71,6,Expired,9
PT006258,Innovative Semiconductors System 6258,2016,2020,France,NanoWorks,Artificial Intelligence,244,8,Active,10
PT006259,Innovative Biotechnology System 6259,2022,2026,Canada,TechNova Corp,Quantum Computing,65,4,Pending,9
